date,open,high,low,close,volume,ticker,source
2006-02-23,2.56393,2.60714,2.55107,2.5625,856917600.0,AAPL,twelvedata
2006-02-24,2.57643,2.60321,2.54286,2.55214,534744000.0,AAPL,twelvedata
2006-02-24,0.38225001,0.38683301,0.37850001,0.38049999,416412000.0,NVDA,twelvedata
2006-02-27,2.57107,2.57571,2.52321,2.53536,791240800.0,AAPL,twelvedata
2006-02-27,0.38341701,0.39833301,0.379417,0.395917,666468000.0,NVDA,twelvedata
2006-02-28,2.55643,2.58571,2.43214,2.44607,1266980400.0,AAPL,twelvedata
2006-02-28,0.39416701,0.39750001,0.388917,0.39274999,563316000.0,NVDA,twelvedata
2006-03-01,2.45857,2.48179,2.42929,2.46786,763817600.0,AAPL,twelvedata
2006-03-01,0.39416701,0.41,0.39166701,0.40766701,703932000.0,NVDA,twelvedata
2006-03-02,0.40724999,0.414,0.403,0.40825,545460000.0,NVDA,twelvedata
2006-03-02,2.46393,2.49964,2.4525,2.48607,625273600.0,AAPL,twelvedata
2006-03-03,2.47857,2.49679,2.41179,2.41857,737668400.0,AAPL,twelvedata
2006-03-03,0.40450001,0.41675001,0.40375,0.40966699,595800000.0,NVDA,twelvedata
2006-03-06,2.4175,2.41857,2.31929,2.33857,912665600.0,AAPL,twelvedata
2006-03-06,0.417667,0.42041701,0.40683299,0.408833,529020000.0,NVDA,twelvedata
2006-03-07,0.40891701,0.412083,0.39375001,0.401833,606204000.0,NVDA,twelvedata
2006-03-07,2.34857,2.38929,2.32429,2.36821,872877600.0,AAPL,twelvedata
2006-03-08,0.40191701,0.40400001,0.38550001,0.39983299,670800000.0,NVDA,twelvedata
2006-03-08,2.3675,2.4,2.33393,2.345,653251200.0,AAPL,twelvedata
2006-03-09,2.35643,2.37393,2.27893,2.28321,799304800.0,AAPL,twelvedata
2006-03-09,0.40466699,0.41141701,0.401667,0.40191701,536700000.0,NVDA,twelvedata
2006-03-10,2.2875,2.30321,2.23036,2.25679,1043142800.0,AAPL,twelvedata
2006-03-10,0.40149999,0.40658301,0.39133301,0.39491701,521580000.0,NVDA,twelvedata
2006-03-13,2.32321,2.36714,2.31393,2.34571,861187600.0,AAPL,twelvedata
2006-03-13,0.39891699,0.40158299,0.395917,0.39966699,372132000.0,NVDA,twelvedata
2006-03-14,2.34893,2.40429,2.33929,2.40429,642020400.0,AAPL,twelvedata
2006-03-14,0.40000001,0.41241699,0.3985,0.41075,627792000.0,NVDA,twelvedata
2006-03-15,2.41821,2.43,2.34,2.36536,891996000.0,AAPL,twelvedata
2006-03-15,0.41158301,0.41791701,0.41,0.41733301,510600000.0,NVDA,twelvedata
2006-03-16,0.41808301,0.41858301,0.40175,0.40316701,568416000.0,NVDA,twelvedata
2006-03-16,2.3875,2.38929,2.29643,2.29679,749638400.0,AAPL,twelvedata
2006-03-17,0.40125,0.4075,0.39524999,0.40641701,618588000.0,NVDA,twelvedata
2006-03-17,2.3125,2.34071,2.28964,2.30929,812042000.0,AAPL,twelvedata
2006-03-20,0.41,0.410083,0.402917,0.40333301,293772000.0,NVDA,twelvedata
2006-03-20,2.32929,2.33786,2.28107,2.28536,605441200.0,AAPL,twelvedata
2006-03-21,0.42324999,0.43083301,0.41216701,0.42324999,1235472000.0,NVDA,twelvedata
2006-03-21,2.2075,2.29786,2.1925,2.2075,1345366400.0,AAPL,twelvedata
2006-03-22,0.41249999,0.4145,0.401833,0.41108301,1158576000.0,NVDA,twelvedata
2006-03-22,2.22,2.25893,2.18821,2.2025,1345895600.0,AAPL,twelvedata
2006-03-23,0.41249999,0.42041701,0.40783301,0.41874999,661992000.0,NVDA,twelvedata
2006-03-23,2.20786,2.21071,2.12893,2.14857,1427826400.0,AAPL,twelvedata
2006-03-24,0.419833,0.433667,0.41916701,0.432917,687936000.0,NVDA,twelvedata
2006-03-24,2.15179,2.17643,2.10821,2.14143,1071980000.0,AAPL,twelvedata
2006-03-27,0.43325001,0.44491699,0.431833,0.444583,651444000.0,NVDA,twelvedata
2006-03-27,2.15536,2.19214,2.12143,2.12536,1108072000.0,AAPL,twelvedata
2006-03-28,0.44258299,0.457333,0.44166699,0.451417,795204000.0,NVDA,twelvedata
2006-03-28,2.12964,2.14786,2.080357,2.096786,1370322800.0,AAPL,twelvedata
2006-03-29,0.45333299,0.4765,0.44958299,0.475667,987096000.0,NVDA,twelvedata
2006-03-29,2.11179,2.23286,2.059643,2.22607,2346834000.0,AAPL,twelvedata
2006-03-30,0.47616699,0.4815,0.467583,0.478917,1063308000.0,NVDA,twelvedata
2006-03-30,2.24357,2.26071,2.1975,2.24107,1390650800.0,AAPL,twelvedata
2006-03-31,0.47858301,0.48525,0.47424999,0.47716701,835560000.0,NVDA,twelvedata
2006-03-31,2.25893,2.27179,2.22286,2.24,815357200.0,AAPL,twelvedata
2006-04-03,2.27393,2.29,2.23607,2.2375,815791200.0,AAPL,twelvedata
2006-04-03,0.47966701,0.489167,0.473667,0.48249999,968916000.0,NVDA,twelvedata
2006-04-04,0.48316699,0.50583303,0.482667,0.50508302,1200612000.0,NVDA,twelvedata
2006-04-04,2.21786,2.22214,2.18036,2.18464,931924000.0,AAPL,twelvedata
2006-04-05,0.50416702,0.51166701,0.49341699,0.50916702,1112976000.0,NVDA,twelvedata
2006-04-05,2.31107,2.40036,2.29107,2.40036,2233408800.0,AAPL,twelvedata
2006-04-06,0.507833,0.514,0.50083297,0.510167,789312000.0,NVDA,twelvedata
2006-04-06,2.43929,2.57321,2.43571,2.54429,2663768800.0,AAPL,twelvedata
2006-04-07,0.50800002,0.51249999,0.498833,0.50883299,682674000.0,NVDA,twelvedata
2006-04-07,2.53321,2.54321,2.44536,2.4925,1545238800.0,AAPL,twelvedata
2006-04-10,0.50766701,0.51066703,0.496167,0.5,634230000.0,NVDA,twelvedata
2006-04-10,2.51036,2.53321,2.44464,2.4525,903515200.0,AAPL,twelvedata
2006-04-11,2.46393,2.475,2.39536,2.42821,939316000.0,AAPL,twelvedata
2006-04-11,0.50166702,0.50166702,0.484833,0.48783299,702072000.0,NVDA,twelvedata
2006-04-12,2.42893,2.43464,2.36786,2.3825,739894400.0,AAPL,twelvedata
2006-04-12,0.491,0.510167,0.48833299,0.50749999,598308000.0,NVDA,twelvedata
2006-04-13,0.496667,0.50233299,0.49133301,0.49333301,738360000.0,NVDA,twelvedata
2006-04-13,2.36929,2.40857,2.35036,2.37393,734678000.0,AAPL,twelvedata
2006-04-17,2.37536,2.38714,2.29821,2.31464,721938000.0,AAPL,twelvedata
2006-04-17,0.49250001,0.50700003,0.49066699,0.49466699,443868000.0,NVDA,twelvedata
2006-04-18,0.48583299,0.486,0.46983299,0.48300001,1165488000.0,NVDA,twelvedata
2006-04-18,2.32286,2.37393,2.31393,2.365,794844400.0,AAPL,twelvedata
2006-04-19,0.47999999,0.49133301,0.473333,0.486,517476000.0,NVDA,twelvedata
2006-04-19,2.38643,2.39286,2.33821,2.34464,1086033200.0,AAPL,twelvedata
2006-04-20,0.48166701,0.49399999,0.473667,0.485333,552684000.0,NVDA,twelvedata
2006-04-20,2.4825,2.5,2.36429,2.41536,1666982800.0,AAPL,twelvedata
2006-04-21,2.43536,2.45143,2.37393,2.39429,788986800.0,AAPL,twelvedata
2006-04-21,0.48683301,0.48883301,0.46216699,0.46783301,770016000.0,NVDA,twelvedata
2006-04-24,0.470833,0.48683301,0.46250001,0.48216701,676848000.0,NVDA,twelvedata
2006-04-24,2.3875,2.39,2.33929,2.34821,707028000.0,AAPL,twelvedata
2006-04-25,0.47666699,0.48300001,0.46833301,0.48183301,719766000.0,NVDA,twelvedata
2006-04-25,2.35571,2.37821,2.34143,2.36321,529062800.0,AAPL,twelvedata
2006-04-26,0.48366699,0.491,0.473333,0.47850001,330528000.0,NVDA,twelvedata
2006-04-26,2.38036,2.43857,2.37143,2.43393,710886400.0,AAPL,twelvedata
2006-04-27,0.47666699,0.49066699,0.466333,0.48616701,462966000.0,NVDA,twelvedata
2006-04-27,2.41893,2.495,2.40536,2.47714,845947200.0,AAPL,twelvedata
2006-04-28,2.47786,2.54643,2.47143,2.51393,760037600.0,AAPL,twelvedata
2006-04-28,0.48649999,0.49316701,0.482333,0.48699999,284736000.0,NVDA,twelvedata
2006-05-01,2.5275,2.555,2.47,2.48571,750380400.0,AAPL,twelvedata
2006-05-01,0.49033299,0.52450001,0.49033299,0.51499999,902472000.0,NVDA,twelvedata
2006-05-02,0.51883298,0.52499998,0.50550002,0.51433301,539700000.0,NVDA,twelvedata
2006-05-02,2.50536,2.57071,2.50393,2.55786,771663200.0,AAPL,twelvedata
2006-05-03,2.56536,2.56964,2.50643,2.54071,686991200.0,AAPL,twelvedata
2006-05-03,0.50849998,0.52333301,0.50800002,0.517667,378114000.0,NVDA,twelvedata
2006-05-04,2.54357,2.60321,2.51643,2.54036,860420400.0,AAPL,twelvedata
2006-05-04,0.50749999,0.51999998,0.50483298,0.51433301,511128000.0,NVDA,twelvedata
2006-05-05,2.56643,2.58036,2.54107,2.5675,563911600.0,AAPL,twelvedata
2006-05-05,0.51700002,0.52316701,0.50983298,0.52133298,338184000.0,NVDA,twelvedata
2006-05-08,0.51999998,0.53133303,0.51416701,0.51899999,503622000.0,NVDA,twelvedata
2006-05-08,2.60679,2.63571,2.56143,2.5675,594851600.0,AAPL,twelvedata
2006-05-09,2.565,2.59143,2.52214,2.53679,531666800.0,AAPL,twelvedata
2006-05-09,0.51833302,0.52100003,0.5025,0.50316697,561648000.0,NVDA,twelvedata
2006-05-10,0.49716699,0.50300002,0.48699999,0.49200001,753264000.0,NVDA,twelvedata
2006-05-10,2.54607,2.5475,2.48607,2.52143,459888800.0,AAPL,twelvedata
2006-05-11,2.52821,2.53,2.4125,2.43393,812688800.0,AAPL,twelvedata
2006-05-11,0.49700001,0.50166702,0.470667,0.4745,1201110000.0,NVDA,twelvedata
2006-05-12,0.46316701,0.4655,0.42899999,0.438833,1568172000.0,NVDA,twelvedata
2006-05-12,2.42321,2.45321,2.38786,2.41786,641774000.0,AAPL,twelvedata
2006-05-15,0.43799999,0.449,0.434167,0.44516701,553380000.0,NVDA,twelvedata
2006-05-15,2.40607,2.44214,2.39714,2.42107,529177600.0,AAPL,twelvedata
2006-05-16,2.43214,2.4375,2.3125,2.32071,936740000.0,AAPL,twelvedata
2006-05-16,0.447667,0.447833,0.43066701,0.43349999,497532000.0,NVDA,twelvedata
2006-05-17,2.31107,2.34643,2.28821,2.33071,754194000.0,AAPL,twelvedata
2006-05-17,0.43200001,0.43450001,0.408333,0.41600001,841074000.0,NVDA,twelvedata
2006-05-18,0.41933301,0.42333299,0.396667,0.397167,686730000.0,NVDA,twelvedata
2006-05-18,2.34571,2.36643,2.25429,2.25643,658442400.0,AAPL,twelvedata
2006-05-19,2.25929,2.31714,2.24357,2.30393,985866000.0,AAPL,twelvedata
2006-05-19,0.40083301,0.41499999,0.396833,0.40549999,932808000.0,NVDA,twelvedata
2006-05-22,2.28107,2.28536,2.24179,2.26357,718975600.0,AAPL,twelvedata
2006-05-22,0.40333301,0.404167,0.389,0.40000001,734886000.0,NVDA,twelvedata
2006-05-23,2.31643,2.32821,2.25,2.25536,694414000.0,AAPL,twelvedata
2006-05-23,0.408333,0.417833,0.39399999,0.39566699,532314000.0,NVDA,twelvedata
2006-05-24,2.24964,2.27321,2.19857,2.26214,916031200.0,AAPL,twelvedata
2006-05-24,0.399167,0.41266701,0.390167,0.40083301,579522000.0,NVDA,twelvedata
2006-05-25,0.408333,0.41433299,0.39649999,0.39866701,423666000.0,NVDA,twelvedata
2006-05-25,2.295,2.30179,2.26036,2.2975,463372000.0,AAPL,twelvedata
2006-05-26,2.29679,2.30571,2.255,2.26964,432950000.0,AAPL,twelvedata
2006-05-26,0.40016699,0.40283301,0.39533299,0.39950001,294642000.0,NVDA,twelvedata
2006-05-30,2.26036,2.26071,2.18643,2.18643,563402000.0,AAPL,twelvedata
2006-05-30,0.40016699,0.40033299,0.38266701,0.382833,448788000.0,NVDA,twelvedata
2006-05-31,2.20571,2.20679,2.096071,2.13464,1280977600.0,AAPL,twelvedata
2006-05-31,0.38800001,0.39166701,0.380667,0.38299999,598422000.0,NVDA,twelvedata
2006-06-01,0.38733301,0.403,0.38133299,0.403,537126000.0,NVDA,twelvedata
2006-06-01,2.1375,2.22429,2.12571,2.22036,942508000.0,AAPL,twelvedata
2006-06-02,2.24964,2.25357,2.17429,2.20214,685787200.0,AAPL,twelvedata
2006-06-02,0.4095,0.41150001,0.39316699,0.397167,673710000.0,NVDA,twelvedata
2006-06-05,0.39500001,0.40233299,0.37933299,0.38049999,581052000.0,NVDA,twelvedata
2006-06-05,2.18393,2.18393,2.14179,2.14286,605785600.0,AAPL,twelvedata
2006-06-06,2.15071,2.16536,2.10393,2.13286,726037200.0,AAPL,twelvedata
2006-06-06,0.385333,0.385667,0.36000001,0.37033299,824130000.0,NVDA,twelvedata
2006-06-07,0.37433299,0.375,0.36083299,0.36366701,565380000.0,NVDA,twelvedata
2006-06-07,2.14643,2.15714,2.083929,2.091429,750506400.0,AAPL,twelvedata
2006-06-08,2.087143,2.17607,2.041071,2.17,1397482800.0,AAPL,twelvedata
2006-06-08,0.35949999,0.364167,0.34266701,0.35699999,730572000.0,NVDA,twelvedata
2006-06-09,2.185,2.19857,2.11071,2.11571,775838000.0,AAPL,twelvedata
2006-06-09,0.36166701,0.36783299,0.352833,0.35583299,433824000.0,NVDA,twelvedata
2006-06-12,0.34966701,0.35433301,0.334167,0.33616701,463230000.0,NVDA,twelvedata
2006-06-12,2.12143,2.13321,2.034286,2.035714,717785600.0,AAPL,twelvedata
2006-06-13,2.0575,2.11071,2.048571,2.083214,1080643200.0,AAPL,twelvedata
2006-06-13,0.336,0.34283301,0.327833,0.331,532548000.0,NVDA,twelvedata
2006-06-14,0.333,0.341667,0.32949999,0.34066701,480492000.0,NVDA,twelvedata
2006-06-14,2.081429,2.099286,2.024643,2.0575,878136000.0,AAPL,twelvedata
2006-06-15,0.353167,0.371667,0.35033301,0.3705,837336000.0,NVDA,twelvedata
2006-06-15,2.046429,2.13357,2.026786,2.12071,1190383600.0,AAPL,twelvedata
2006-06-16,0.368,0.36899999,0.35749999,0.361,503448000.0,NVDA,twelvedata
2006-06-16,2.10571,2.11393,2.054286,2.055714,838101600.0,AAPL,twelvedata
2006-06-19,0.36500001,0.366833,0.34933299,0.35016701,388044000.0,NVDA,twelvedata
2006-06-19,2.065357,2.077857,2.035714,2.042857,704575200.0,AAPL,twelvedata
2006-06-20,0.3405,0.35249999,0.339167,0.34466699,535818000.0,NVDA,twelvedata
2006-06-20,2.0575,2.083929,2.046071,2.0525,672974400.0,AAPL,twelvedata
2006-06-21,0.34316701,0.354,0.34316701,0.34850001,441174000.0,NVDA,twelvedata
2006-06-21,2.062143,2.096786,2.046429,2.066429,863296000.0,AAPL,twelvedata
2006-06-22,0.35233301,0.353333,0.336,0.33833301,532338000.0,NVDA,twelvedata
2006-06-22,2.078571,2.13393,2.073929,2.12786,965633200.0,AAPL,twelvedata
2006-06-23,2.13286,2.14893,2.0975,2.10107,660203600.0,AAPL,twelvedata
2006-06-23,0.33766699,0.34549999,0.33450001,0.33849999,335202000.0,NVDA,twelvedata
2006-06-26,0.338,0.341667,0.33366701,0.33533299,281736000.0,NVDA,twelvedata
2006-06-26,2.11321,2.11429,2.084643,2.10679,466536000.0,AAPL,twelvedata
2006-06-27,0.33733299,0.33766699,0.32016701,0.32466701,608514000.0,NVDA,twelvedata
2006-06-27,2.11036,2.115,2.05,2.051071,550611600.0,AAPL,twelvedata
2006-06-28,0.327167,0.34799999,0.31866699,0.34266701,833376000.0,NVDA,twelvedata
2006-06-28,2.046071,2.046429,1.97893,2.00071406,850704400.0,AAPL,twelvedata
2006-06-29,0.33333299,0.35816699,0.332167,0.35816699,687666000.0,NVDA,twelvedata
2006-06-29,2.027143,2.11036,2.013929,2.10607,873398400.0,AAPL,twelvedata
2006-06-30,0.36166701,0.36733299,0.35216701,0.35483301,468240000.0,NVDA,twelvedata
2006-06-30,2.056786,2.0625,2.017857,2.045357,739695600.0,AAPL,twelvedata
2006-07-03,0.36300001,0.36333299,0.35749999,0.36000001,174696000.0,NVDA,twelvedata
2006-07-03,2.054286,2.077857,2.047857,2.069643,194770800.0,AAPL,twelvedata
2006-07-05,0.35433301,0.35749999,0.343833,0.343833,459708000.0,NVDA,twelvedata
2006-07-05,2.041071,2.057143,2.02,2.035714,518240800.0,AAPL,twelvedata
2006-07-06,0.343833,0.34716699,0.329667,0.33316699,470634000.0,NVDA,twelvedata
2006-07-06,2.038929,2.05,1.98607,1.99179,633208800.0,AAPL,twelvedata
2006-07-07,1.98143,2.019643,1.9525,1.97857,799360800.0,AAPL,twelvedata
2006-07-07,0.3355,0.33616701,0.31916699,0.322833,541230000.0,NVDA,twelvedata
2006-07-10,0.32366699,0.32600001,0.30599999,0.308833,449922000.0,NVDA,twelvedata
2006-07-10,1.98929,2.0175,1.94643,1.96429,529345600.0,AAPL,twelvedata
2006-07-11,0.30783299,0.320333,0.30333301,0.31916699,600582000.0,NVDA,twelvedata
2006-07-11,1.96821,1.99964,1.9475,1.9875,825022800.0,AAPL,twelvedata
2006-07-12,1.97036,1.97286,1.89,1.89143,927329200.0,AAPL,twelvedata
2006-07-12,0.31799999,0.32166699,0.3035,0.30383301,461034000.0,NVDA,twelvedata
2006-07-13,1.85821,1.93286,1.83607,1.86607,1249906000.0,AAPL,twelvedata
2006-07-13,0.29916701,0.306667,0.29449999,0.296,540582000.0,NVDA,twelvedata
2006-07-14,1.875,1.88893,1.79143,1.80964,993036800.0,AAPL,twelvedata
2006-07-14,0.30149999,0.30316699,0.286167,0.29449999,572148000.0,NVDA,twelvedata
2006-07-17,1.8475,1.89679,1.84464,1.87036,1024542400.0,AAPL,twelvedata
2006-07-17,0.293167,0.30016699,0.29166701,0.29683301,502806000.0,NVDA,twelvedata
2006-07-18,0.30700001,0.316167,0.296,0.31299999,979332000.0,NVDA,twelvedata
2006-07-18,1.89857,1.92321,1.85179,1.88929,1000448400.0,AAPL,twelvedata
2006-07-19,1.89143,1.96714,1.87,1.93214,1390743200.0,AAPL,twelvedata
2006-07-19,0.311667,0.33066699,0.309333,0.32666701,1055550000.0,NVDA,twelvedata
2006-07-20,2.17714,2.19964,2.13286,2.16071,1972146400.0,AAPL,twelvedata
2006-07-20,0.33250001,0.33833301,0.31966701,0.32016701,505602000.0,NVDA,twelvedata
2006-07-21,2.13643,2.18393,2.13,2.16857,891892400.0,AAPL,twelvedata
2006-07-21,0.309333,0.31066701,0.29383299,0.29616699,633918000.0,NVDA,twelvedata
2006-07-24,2.18786,2.21786,2.15821,2.19357,722856400.0,AAPL,twelvedata
2006-07-24,0.30716699,0.3335,0.3055,0.32600001,983178000.0,NVDA,twelvedata
2006-07-25,0.33000001,0.34099999,0.325167,0.33750001,574104000.0,NVDA,twelvedata
2006-07-25,2.20643,2.2175,2.17071,2.21179,589069600.0,AAPL,twelvedata
2006-07-26,2.21429,2.30857,2.20286,2.28107,898427600.0,AAPL,twelvedata
2006-07-26,0.33750001,0.34150001,0.32749999,0.33750001,495318000.0,NVDA,twelvedata
2006-07-27,2.30357,2.32214,2.245,2.26429,735044800.0,AAPL,twelvedata
2006-07-27,0.341833,0.35583299,0.33616701,0.34233299,694338000.0,NVDA,twelvedata
